RESPONS_ID,WORLD_ID,WORLD_LAB,REGION_ID,REGION_LAB,TOT_AREA,LAND_AREA,RN_SITES,EXP_10000,EXP_08000,EXP_06000,EXP_04000,EXP_03000,EXP_02000,EXP_01000,EXP_00500,EXP_00250,EXP_00150,DQ_10000,DQ_08000,DQ_06000,DQ_04000,DQ_03000,DQ_02000,DQ_01000,DQ_00500,DQ_00250,DQ_00150,HUNT_10000,EXAG_10000,INAG_10000,PAST_10000,HUNT_08000,EXAG_08000,INAG_08000,PAST_08000,HUNT_06000,EXAG_06000,INAG_06000,PAST_06000,HUNT_04000,EXAG_04000,INAG_04000,PAST_04000,HUNT_03000,EXAG_03000,INAG_03000,PAST_03000,HUNT_02000,EXAG_02000,INAG_02000,PAST_02000,HUNT_01000,EXAG_01000,INAG_01000,PAST_01000,HUNT_00500,EXAG_00500,INAG_00500,PAST_00500,HUNT_00250,EXAG_00250,INAG_00250,PAST_00250,HUNT_00150,EXAG_00150,INAG_00150,PAST_00150,URBN_10000,URBN_08000,URBN_06000,URBN_04000,URBN_03000,URBN_02000,URBN_01000,URBN_00500,URBN_00250,URBN_00150
REGMA,13,Southern Asia,106,Himalayas,369174,369174,< 50,None,None,None,None,Low,Low,Low,Low,Low,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Moderate,Moderate,Good,Good,Good,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,minimal (<1%),common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
RTBDT,13,Southern Asia,106,Himalayas,369174,369174,< 50,None,None,None,None,None,None,High,High,High,High,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Moderate,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RWRVT,13,Southern Asia,106,Himalayas,369174,369174,< 50,High,High,High,High,High,High,High,Low,Low,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,minimal (<1%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RGDDR,13,Southern Asia,106,Himalayas,369174,369174,< 50,Low,Low,Low,High,High,High,High,High,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Moderate,Moderate,Moderate,Moderate,common (1-20%),none,none,none,minimal (<1%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RBVEY,13,Southern Asia,106,Himalayas,369174,369174,50-249,High,High,High,High,High,High,High,High,High,High,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Good,Good,Good,Good,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),common (1-20%),none,common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RCGZH,13,Southern Asia,106,Himalayas,369174,369174,< 50,Low,Low,High,High,High,Low,Low,Low,Low,Low,Unknown,Unknown,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,none,none,none,none,none,none,none,none,minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),none,none,common (1-20%),common (1-20%),none,none,common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RHLRR,13,Southern Asia,106,Himalayas,369174,369174,< 50,Low,Low,Low,Low,Low,High,High,High,High,High,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,widespread (>20%),none,none,common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RFBTH,13,Southern Asia,107,Northern India,743491,743491,250-499,Low,Low,High,High,High,High,Low,Low,Low,Low,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present
RWAVS,13,Southern Asia,107,Northern India,743491,743491,250-499,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Unknown,Unknown,Moderate,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),none,common (1-20%),widespread (>20%),minimal (<1%),none,common (1-20%),widespread (>20%),minimal (<1%),none,common (1-20%),widespread (>20%),minimal (<1%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RRNJZ,13,Southern Asia,108,Southwestern India,307856,307856,250-499,Low,Low,Low,High,High,High,High,High,High,High,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RIEIG,13,Southern Asia,108,Southwestern India,307856,307856,250-499,Low,Low,High,High,High,High,Low,Low,Low,Low,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,minimal (<1%),widespread (>20%),common (1-20%),none,common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),none,widespread (>20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RUTLI,13,Southern Asia,109,Northwestern India,530346,530346,50-249,Low,Low,Low,High,High,High,High,Low,Low,Low,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RIZKE,13,Southern Asia,109,Northwestern India,530346,530346,< 50,None,Low,Low,High,High,None,None,None,None,None,Moderate,Moderate,Good,Good,Good,Moderate,Moderate,Moderate,Moderate,Moderate,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),common (1-20%),none,common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Present,Present,Present,Present,Present,Present,Present
RMPFL,13,Southern Asia,109,Northwestern India,530346,530346,50-249,None,None,Low,Low,Low,Low,Low,Low,Low,Low,Unknown,Unknown,Good,Good,Good,Good,Moderate,Moderate,Moderate,Moderate,none,none,none,none,none,none,none,none,minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
REQAM,13,Southern Asia,109,Northwestern India,530346,530346,50-249,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),minimal (<1%),none,widespread (>20%),common (1-20%),widespread (>20%),none,widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),none,common (1-20%),widespread (>20%),widespread (>20%),none,common (1-20%),widespread (>20%),common (1-20%),none,minimal (<1%),widespread (>20%),minimal (<1%),none,minimal (<1%),widespread (>20%),minimal (<1%),none,minimal (<1%),widespread (>20%),minimal (<1%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RLRHC,13,Southern Asia,110,Southern India,643660,643660,500-999,Low,Low,Low,High,High,High,High,Low,Low,Low,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RLZHN,13,Southern Asia,110,Southern India,643660,643660,50-249,High,High,High,High,High,High,Low,Low,None,None,Moderate,Moderate,Moderate,Good,Good,Good,Moderate,Moderate,Moderate,Moderate,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),common (1-20%),none,common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RAZWM,13,Southern Asia,110,Southern India,643660,643660,50-249,Low,High,High,High,High,High,High,High,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RRCUP,13,Southern Asia,110,Southern India,643660,643660,500-999,Low,Low,High,High,High,Low,None,None,None,None,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Unknown,Unknown,Unknown,Unknown,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RBRHM,13,Southern Asia,111,Eastern India + Bangladesh,593738,593738,50-249,None,None,None,High,High,High,Low,Low,Low,Low,Unknown,Unknown,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),minimal (<1%),none,minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RSLPR,13,Southern Asia,111,Eastern India + Bangladesh,593738,593738,50-249,Low,Low,Low,High,High,High,Low,Low,Low,Low,Unknown,Unknown,Moderate,Moderate,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,minimal (<1%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RTKXU,13,Southern Asia,112,Northeastern India + Bhutan,296347,296347,250-499,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),none,minimal (<1%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RCSSY,13,Southern Asia,112,Northeastern India + Bhutan,296347,296347,< 50,High,High,High,High,High,High,High,High,High,High,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),none,none,common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RFLCN,13,Southern Asia,113,Sri Lanka,66915.4,66915.4,50-249,High,High,High,High,High,High,High,High,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RCHON,13,Southern Asia,113,Sri Lanka,66915.4,66915.4,< 50,Low,Low,Low,High,High,High,High,High,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,common (1-20%),none,none,none,common (1-20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present
RSQYM,13,Southern Asia,113,Sri Lanka,66915.4,66915.4,50-249,High,High,High,High,High,High,High,High,High,High,Good,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),minimal (<1%),none,widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RTTEC,14,Eastern Asia,114,Northwestern China,1633870,1631680,50-249,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Unknown,Unknown,Unknown,Unknown,Moderate,Good,Good,Good,Good,Good,none,none,none,none,none,none,none,none,none,none,none,none,minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),common (1-20%),none,common (1-20%),widespread (>20%),common (1-20%),Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present
RZMRZ,14,Eastern Asia,114,Northwestern China,1633870,1631680,< 50,Low,Low,High,High,High,High,High,High,High,High,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),minimal (<1%),widespread (>20%),minimal (<1%),common (1-20%),minimal (<1%),widespread (>20%),minimal (<1%),minimal (<1%),common (1-20%),widespread (>20%),minimal (<1%),minimal (<1%),common (1-20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RDNPB,14,Eastern Asia,115,Mongolia,2708860,2697240,250-499,High,High,High,High,High,High,High,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Moderate,Moderate,common (1-20%),minimal (<1%),none,none,common (1-20%),minimal (<1%),none,none,common (1-20%),common (1-20%),none,none,common (1-20%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present
RYHWB,14,Eastern Asia,115,Mongolia,2708860,2697240,> 1000,Low,Low,Low,Low,Low,High,High,High,Low,Low,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,common (1-20%),none,none,none,common (1-20%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present
RJVLQ,14,Eastern Asia,115,Mongolia,2708860,2697240,> 1000,Low,Low,Low,Low,High,High,High,High,High,High,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,minimal (<1%),widespread (>20%),minimal (<1%),none,common (1-20%),widespread (>20%),minimal (<1%),none,widespread (>20%),widespread (>20%),minimal (<1%),minimal (<1%),widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RLQXU,14,Eastern Asia,115,Mongolia,2708860,2697240,< 50,High,High,High,High,High,High,High,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,common (1-20%),widespread (>20%),none,none,common (1-20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
ROTCM,14,Eastern Asia,115,Mongolia,2708860,2697240,250-499,High,High,High,High,High,Low,Low,Low,Low,Low,Moderate,Good,Moderate,Moderate,Good,Good,Good,Good,Moderate,Moderate,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,minimal (<1%),widespread (>20%),none,none,widespread (>20%),minimal (<1%),minimal (<1%),none,widespread (>20%),minimal (<1%),common (1-20%),none,widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),minimal (<1%),common (1-20%),minimal (<1%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Absent,Absent,Absent
RUYRK,14,Eastern Asia,115,Mongolia,2708860,2697240,500-999,High,High,High,High,High,Low,None,None,None,None,Good,Good,Good,Good,Good,Good,Good,Unknown,Unknown,Unknown,widespread (>20%),minimal (<1%),none,minimal (<1%),widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
